unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1596945600000,2020-08-09 4:00:00,BTC/USDT,11730.52,11741.29,11680.34,11693.51,1076.985402,12611010.56,23742
1596949200000,2020-08-09 5:00:00,BTC/USDT,11693.51,11719.6,11638,11640.5,1662.96614,19428336.65,27515
1596952800000,2020-08-09 6:00:00,BTC/USDT,11640.51,11700.1,11633,11659.3,1674.197244,19541630.56,30505
1596956400000,2020-08-09 7:00:00,BTC/USDT,11659.3,11707.63,11656.15,11704.07,1591.719126,18606696.24,28933
1596960000000,2020-08-09 8:00:00,BTC/USDT,11704.07,11718.21,11662.13,11685.45,1567.620583,18320515.61,34006
1596963600000,2020-08-09 9:00:00,BTC/USDT,11685.96,11710,11605,11648.27,2107.968389,24606407.23,40803
1596967200000,2020-08-09 10:00:00,BTC/USDT,11648.27,11676.26,11627,11668.79,1708.40273,19908980.63,38188
1596970800000,2020-08-09 11:00:00,BTC/USDT,11668.8,11707.2,11665.01,11686.08,1722.840848,20137726.97,35637
1596974400000,2020-08-09 12:00:00,BTC/USDT,11686.08,11687.85,11630,11654.63,1995.420916,23250094.55,38770
1596978000000,2020-08-09 13:00:00,BTC/USDT,11654.64,11681.78,11600,11615.28,1869.568879,21754967.86,41026
1596981600000,2020-08-09 14:00:00,BTC/USDT,11615.29,11637.86,11550,11573.02,3056.7229,35427338.37,53877
1596985200000,2020-08-09 15:00:00,BTC/USDT,11573.02,11603.07,11536.02,11567.43,1917.746295,22202418.44,36695
1596988800000,2020-08-09 16:00:00,BTC/USDT,11567.42,11635.54,11561.08,11585.74,2185.313623,25360455.73,46821
1596992400000,2020-08-09 17:00:00,BTC/USDT,11585.74,11605,11525,11526.92,2119.202926,24499225,43430
1596996000000,2020-08-09 18:00:00,BTC/USDT,11526.93,11652.86,11521.97,11634.34,1760.236621,20411514.55,39057
1596999600000,2020-08-09 19:00:00,BTC/USDT,11634.34,11674.56,11619.17,11628.98,1531.661202,17828791.13,33459
1597003200000,2020-08-09 20:00:00,BTC/USDT,11629.01,11678.43,11628.87,11668.73,1335.174344,15562858.51,30148
1597006800000,2020-08-09 21:00:00,BTC/USDT,11668.73,11685.01,11623.46,11648.22,1229.958206,14328580.5,30649
1597010400000,2020-08-09 22:00:00,BTC/USDT,11648.22,11691.84,11642.01,11683.77,1687.778178,19701305.62,32805
1597014000000,2020-08-09 23:00:00,BTC/USDT,11683.78,11695,11652.58,11681.68,1538.441543,17962202.8,31439
1597017600000,2020-08-10 0:00:00,BTC/USDT,11681.69,11764.97,11681.68,11739.08,2891.616408,33922379.43,46050
1597021200000,2020-08-10 1:00:00,BTC/USDT,11739.09,11860,11737.51,11849.87,3891.051868,45864096.23,62091
1597024800000,2020-08-10 2:00:00,BTC/USDT,11851.08,12067.35,11848.8,11996.46,11335.63193,135701610.8,148193
1597028400000,2020-08-10 3:00:00,BTC/USDT,11996.47,12050,11964.06,12009.4,4123.392876,49542593.23,63880
1597032000000,2020-08-10 4:00:00,BTC/USDT,12009.4,12049.5,11957,11975.4,3509.486714,42120221.12,59610
1597035600000,2020-08-10 5:00:00,BTC/USDT,11975.29,11995.49,11922.91,11957.79,3194.381325,38195444.69,53136
1597039200000,2020-08-10 6:00:00,BTC/USDT,11957.97,11988.31,11936.07,11987.88,2305.603139,27591194.02,45499
1597042800000,2020-08-10 7:00:00,BTC/USDT,11987.89,12003,11945.8,11968.89,2656.350382,31808530.09,42029
1597046400000,2020-08-10 8:00:00,BTC/USDT,11968.89,12006.29,11949.15,11976.53,2809.1595,33660132.19,44626
1597050000000,2020-08-10 9:00:00,BTC/USDT,11976.53,11992.82,11953,11969.73,2608.548193,31228282.83,46512
1597053600000,2020-08-10 10:00:00,BTC/USDT,11969.72,11999,11450,11686.13,9347.23499,109583188.1,119126
1597057200000,2020-08-10 11:00:00,BTC/USDT,11686.12,11749,11683.28,11733.03,3420.807816,40095152.06,59874
1597060800000,2020-08-10 12:00:00,BTC/USDT,11733.13,11930.6,11705.51,11870.56,4556.399118,53840743.4,71571
1597064400000,2020-08-10 13:00:00,BTC/USDT,11870.56,11933.73,11854.17,11926.79,3065.836696,36446727.41,47762
1597068000000,2020-08-10 14:00:00,BTC/USDT,11926.78,11968,11872.7,11887.66,3922.476368,46739450.79,51314
1597071600000,2020-08-10 15:00:00,BTC/USDT,11887.47,11936.04,11808.99,11920.67,3485.747787,41464409.39,51198
1597075200000,2020-08-10 16:00:00,BTC/USDT,11920.66,11950,11813,11879.25,3735.170336,44423440.04,54322
1597078800000,2020-08-10 17:00:00,BTC/USDT,11879.24,11895,11825.07,11880.05,2459.835336,29179414.26,39355
1597082400000,2020-08-10 18:00:00,BTC/USDT,11880.05,11903.96,11863.85,11873.58,1805.505485,21455164.15,41291
1597086000000,2020-08-10 19:00:00,BTC/USDT,11873.59,11891.36,11811,11863.03,1998.95234,23707963.44,40486
1597089600000,2020-08-10 20:00:00,BTC/USDT,11863,11883.11,11766,11849.3,2552.291185,30217543.19,49612
1597093200000,2020-08-10 21:00:00,BTC/USDT,11849.29,11854.54,11779.42,11834.15,1755.057941,20738778.96,36758
1597096800000,2020-08-10 22:00:00,BTC/USDT,11834.35,11836.6,11766,11817.96,1928.856396,22767908.92,36267
1597100400000,2020-08-10 23:00:00,BTC/USDT,11817.96,11892.92,11800,11892.92,1592.943759,18874694.58,30273
1597104000000,2020-08-11 0:00:00,BTC/USDT,11892.9,11910.42,11852.01,11872,1921.11203,22815411.76,36591
1597107600000,2020-08-11 1:00:00,BTC/USDT,11872,11934.13,11851.75,11927.99,2129.366132,25346574.72,38022
1597111200000,2020-08-11 2:00:00,BTC/USDT,11928,11935,11853.17,11853.26,2250.705596,26764314.16,38168
1597114800000,2020-08-11 3:00:00,BTC/USDT,11853.25,11877.52,11811.48,11833.81,2433.622965,28826902.37,45035
1597118400000,2020-08-11 4:00:00,BTC/USDT,11833.81,11861.67,11806.66,11826.41,2138.757827,25318022.07,36650
1597122000000,2020-08-11 5:00:00,BTC/USDT,11826.41,11858.77,11805.69,11854.56,1906.484617,22561469.97,34259
