unix,date,symbol,open,high,low,close,Volume XRP,Volume USDT,tradecount
1597093200000,2020-08-10 21:00:00,XRP/USDT,0.29457,0.29528,0.29136,0.29287,9168533.1,2689031.767,5853
1597096800000,2020-08-10 22:00:00,XRP/USDT,0.29295,0.29454,0.29174,0.2941,5879442.4,1724966.251,3348
1597100400000,2020-08-10 23:00:00,XRP/USDT,0.29409,0.29484,0.29313,0.29469,5460196.2,1605949.983,2963
1597104000000,2020-08-11 0:00:00,XRP/USDT,0.29468,0.30019,0.2943,0.30014,16114176.2,4789432.777,8819
1597107600000,2020-08-11 1:00:00,XRP/USDT,0.30015,0.30736,0.30014,0.30442,45339048.8,13802439.81,20306
1597111200000,2020-08-11 2:00:00,XRP/USDT,0.30443,0.30575,0.30157,0.30207,12783029,3886440.76,6741
1597114800000,2020-08-11 3:00:00,XRP/USDT,0.30207,0.30326,0.30001,0.30246,15068995.6,4547330.877,8295
1597118400000,2020-08-11 4:00:00,XRP/USDT,0.30246,0.3043,0.30092,0.30198,15094499.4,4572937.5,7811
1597122000000,2020-08-11 5:00:00,XRP/USDT,0.30198,0.30248,0.30098,0.30203,9450303.2,2852627.953,5108
1597125600000,2020-08-11 6:00:00,XRP/USDT,0.30202,0.30203,0.293,0.2985,28515634.6,8501311.868,12993
